id,distanceToJita,region,constellation,name,security,neighbors,planets
30002915,29,Deklein,N-U2LX,C7Y-7Z,-0.68,30002907:30002916,40184979:40184980:40184983:40184986
30002916,30,Deklein,N-U2LX,X-Z4DA,-0.42,30002915:30002917:30002919,40185000:40185002:40185004:40185006:40185009:40185029:40185033:40185058
30002917,31,Deklein,N-U2LX,3OAT-Q,-0.35,30002916:30002918:30002919,40185062:40185064:40185066:40185069:40185071:40185073:40185076:40185079:40185098
30002918,32,Deklein,N-U2LX,N-TFXK,-0.48,30002917:30002920,40185104:40185106:40185109:40185111:40185114:40185118:40185123:40185144:40185170:40185200
30002919,31,Deklein,N-U2LX,33RB-O,-0.28,30002916:30002917,40185205:40185206:40185207:40185209:40185211:40185218:40185222:40185241:40185266:40185293
30002920,31,Deklein,N-U2LX,DKUK-G,-0.36,30001336:30002918,40185297:40185300:40185302:40185303:40185305:40185309:40185313:40185316
30002921,31,Deklein,S-B1E4,3QE-9Q,-0.77,30002913:30002922:30002923,40185321:40185322:40185324:40185326:40185347:40185366
30002922,32,Deklein,S-B1E4,E-FIC0,-0.73,30002921:30002924:30002925,40185371:40185373:40185375:40185377:40185379:40185395:40185414:40185443:40185445:40185448
30002923,30,Deklein,S-B1E4,ZOYW-O,-0.82,30002921:30002926,40185458:40185459:40185460:40185462:40185463:40185467:40185470:40185473:40185476:40185480
30002924,33,Deklein,S-B1E4,85-B52,-0.77,30002922:30002925,40185485:40185487:40185489:40185492:40185500:40185519:40185547:40185573
30002925,33,Deklein,S-B1E4,YZ-UKA,-0.75,30002922:30002924,40185578:40185580:40185582:40185584:40185587:40185592:40185603:40185621:40185647
30002926,29,Deklein,S-B1E4,RO0-AF,-0.84,30002923:30002927,40185651:40185652:40185654:40185655:40185657:40185660:40185675:40185684:40185716
30002927,28,Deklein,S-B1E4,5W3-DG,-0.78,30002926:30002928:30002929,40185720:40185722:40185723:40185725:40185739:40185745:40185750
30002928,27,Deklein,S-B1E4,LT-DRO,-0.73,30002927:30002930,40185754:40185756:40185758:40185760:40185762:40185780:40185804
30002929,29,Deklein,S-B1E4,7T6P-C,-0.64,30002927,40185819:40185820:40185822:40185824:40185825:40185828:40185831:40185851:40185854
30002930,26,Deklein,S-B1E4,8S28-3,-0.67,30002928:30002931:30003687,40185893:40185895:40185903:40185906:40185931:40185946:40185978
30002931,27,Deklein,S-B1E4,E3UY-6,-0.61,30002930:30002932,40186000:40186001:40186004:40186006:40186007:40186010:40186015:40186016:40186017:40186040:40186044
30002932,28,Deklein,A21H-Z,LEK-N5,-0.56,30002931:30002933:30002934:30002936,40186056:40186057:40186060:40186064:40186066:40186069:40186073:40186078:40186086
30002933,29,Deklein,A21H-Z,AGG-NR,-0.56,30002932:30002935,40186090:40186091:40186092:40186093:40186096:40186099:40186102:40186117:40186122
30002934,29,Deklein,A21H-Z,0V0R-R,-0.58,30002932:30002936,40186125:40186127:40186128:40186130:40186131:40186133:40186136:40186162:40186165:40186189:40186218:40186224
30002935,30,Deklein,A21H-Z,O-2RNZ,-0.51,30002933:30002937,40186229:40186230:40186231:40186233:40186236:40186241:40186264:40186270:40186288
30002936,29,Deklein,A21H-Z,OWXT-5,-0.56,30002932:30002934:30002938,40186294:40186298:40186316:40186341
30002937,31,Deklein,A21H-Z,3JN9-Q,-0.50,30002935,40186376:40186377:40186379:40186381:40186383:40186387:40186388:40186409:40186411:40186437:40186459:40186461
30002938,30,Deklein,RFY-QB,3T7-M8,-0.59,30002936:30002939:30002940:30002945,40186470:40186471:40186473:40186476:40186488:40186491:40186494:40186511
30002939,31,Deklein,RFY-QB,WUZ-WM,-0.53,30002938:30002941:30002944,40186555:40186557:40186558:40186560:40186563:40186567:40186588:40186615:40186650:40186657
30002940,31,Deklein,RFY-QB,MZ1E-P,-0.64,30002938:30002942,40186665:40186666:40186667:40186669:40186672:40186675:40186680:40186694:40186721
30002941,32,Deklein,RFY-QB,43B-O1,-0.50,30002939:30002950,40186741:40186743:40186744:40186746:40186748:40186751:40186754:40186774:40186786
30002942,32,Deklein,RFY-QB,J1AU-9,-0.73,30002940:30002943,40186792:40186793:40186795:40186797:40186799:40186800:40186803:40186805:40186823:40186836:40186863
30002943,33,Deklein,RFY-QB,X3-PBC,-0.77,30002942:30002951,40186866:40186867:40186868:40186870:40186871:40186872:40186875:40186877:40186887:40186890:40186896
30002944,32,Deklein,RFY-QB,4N-BUI,-0.52,30002939:30002946:30002947:30002948:30002949,40186902:40186904:40186906:40186908:40186909:40186912:40186934:40186937:40186962:40186970
30002945,31,Deklein,RFY-QB,N2IS-B,-0.60,30002938:30002948,40187003:40187004:40187005:40187007:40187008:40187011:40187014:40187017:40187039:40187050:40187059
30002946,33,Deklein,RFY-QB,XCBK-X,-0.48,30002944:30002947:30002948:30002949,40187065:40187066:40187067:40187068:40187069:40187072:40187075:40187079
30002947,33,Deklein,RFY-QB,GY5-26,-0.54,30002944:30002946:30002948:30002949,40187084:40187086:40187087:40187089:40187090:40187093:40187096:40187099:40187102:40187127:40187137:40187157:40187170
30002948,32,Deklein,RFY-QB,VPLL-N,-0.49,30002944:30002945:30002946:30002947:30002949,40187175:40187177:40187180:40187189:40187208:40187233:40187238
30002949,33,Deklein,RFY-QB,9CK-KZ,-0.51,30002944:30002946:30002947:30002948,40187243:40187246:40187248:40187250:40187265:40187267:40187283:40187301:40187317
30002950,33,Deklein,RFY-QB,5S-KXA,-0.53,30002941,40187324:40187325:40187327:40187330:40187331:40187334:40187336:40187339:40187340:40187343:40187347:40187352
30002951,34,Deklein,D-AWFI,U-TJ7Y,-0.73,30002943:30002952,40187358:40187359:40187360:40187362:40187364:40187366:40187368:40187372:40187394:40187420
30002952,35,Deklein,D-AWFI,A4L-A2,-0.82,30002951:30002953:30002956,40187428:40187429:40187431:40187433:40187435:40187438:40187444:40187470:40187473:40187497
30002953,36,Deklein,D-AWFI,CZDJ-1,-0.95,30002952:30002954:30002955,40187508:40187509:40187511:40187512:40187514:40187516:40187519:40187523:40187527:40187531
30002954,37,Deklein,D-AWFI,RG9-7U,-0.98,30002953:30002955,40187539:40187558:40187579:40187600
30002955,36,Deklein,D-AWFI,UJY-HE,-1.00,30002953:30002954:30004396,40187607:40187624:40187627
30002956,36,Deklein,D-AWFI,UEJX-G,-0.79,30002952,40187629:40187630:40187631:40187633:40187636:40187641:40187642:40187665:40187688:40187693:40187715
30002957,17,Devoid,Semou,Tzvi,0.28,30002958:30002959:30002961:30003063,40187721:40187723:40187725:40187727:40187730:40187733:40187751
30002958,18,Devoid,Semou,Raa,0.31,30002957:30002959:30002974,40187779:40187780:40187781:40187782:40187784:40187785:40187788:40187792:40187794:40187797:40187800
30002959,17,Devoid,Semou,Sifilar,0.26,30002957:30002958:30002960:30002961,40187808:40187810:40187812:40187814:40187817:40187828:40187856:40187860:40187871
30002960,16,Devoid,Semou,Arzad,0.22,30002959:30002962:30002979,40187876:40187877:40187879:40187880:40187882:40187885:40187888:40187894:40187918:40187938
30002961,18,Devoid,Semou,Oyeman,0.22,30002957:30002959,40187958:40187959:40187961:40187963:40187965:40187981:40187982:40187986:40188006:40188012:40188037:40188041:40188048
30002962,15,Devoid,Semou,Ezzara,0.18,30002538:30002960,40188053:40188055:40188057:40188059:40188062:40188066:40188068
30002963,18,Devoid,Ryra,Odin,0.61,30002964:30002970,40188096:40188097:40188098:40188099:40188100:40188102:40188106:40188122
30002964,17,Devoid,Ryra,Esescama,0.61,30002963:30002965:30002968:30002991,40188128:40188130:40188132:40188134:40188138:40188152:40188175:40188177:40188197:40188218:40188224
30002965,17,Devoid,Ryra,Choonka,0.65,30002964:30002966:30002967:30002968:30003069,40188227:40188228:40188229:40188231:40188233:40188235:40188238:40188241:40188244:40188249
30002966,18,Devoid,Ryra,Thasinaz,0.64,30002965:30002967,40188275:40188276:40188278:40188280:40188282:40188286:40188288:40188306:40188312:40188319:40188323
30002967,18,Devoid,Ryra,Dihra,0.59,30002965:30002966:30002968:30002995,40188329:40188331:40188333:40188335:40188339:40188340:40188343:40188354:40188377:40188406
30002968,18,Devoid,Ryra,Dital,0.48,30002964:30002965:30002967:30003729,40188411:40188413:40188415:40188416:40188435:40188459:40188463:40188482
30002969,16,Devoid,Kisana,Eredan,0.70,30002973:30002974,40188487:40188489:40188490:40188492:40188494:40188498:40188502
30002970,17,Devoid,Kisana,Ohide,0.57,30002963:30002971:30003069,40188507:40188510:40188512:40188514:40188516:40188519:40188544:40188548:40188557
30002971,18,Devoid,Kisana,Sasoutikh,0.59,30002970:30002972,40188565:40188566:40188567:40188569:40188571:40188594:40188616
30002972,18,Devoid,Kisana,Gheth,0.60,30002971:30002974,40188621:40188622:40188623:40188625:40188626:40188629:40188632:40188653:40188669
30002973,15,Devoid,Kisana,Lisudeh,0.76,30000002:30002969,40188692:40188694:40188697:40188699:40188717:40188734:40188757
30002974,17,Devoid,Kisana,Mehatoor,0.66,30002958:30002969:30002972,40188767:40188769:40188771:40188774:40188776:40188779
30002975,15,Devoid,Jayai,Roushzar,0.37,30002976:30003067,40188784:40188785:40188786:40188788:40188790:40188795:40188798:40188825:40188830:40188833:40188840
30002976,16,Devoid,Jayai,Labapi,0.38,30002975:30002977:30002978,40188842:40188843:40188846:40188848:40188851:40188854:40188871:40188896:40188903
30002977,15,Devoid,Jayai,Arayar,0.39,30002976:30002978:30002981,40188908:40188910:40188911:40188913:40188914:40188917:40188932:40188952:40188958:40188962
30002978,15,Devoid,Jayai,Asghed,0.36,30002976:30002977:30002979:30002980:30002981,40188965:40188966:40188968:40188971:40188975:40188979:40189001
30002979,15,Devoid,Jayai,Tararan,0.33,30002960:30002978:30002980:30002981,40189018:40189019:40189021:40189023:40189025:40189045:40189068:40189082:40189091
30002980,16,Devoid,Jayai,Sosan,0.34,30002978:30002979:30003088,40189095:40189097:40189099:40189106:40189130:40189149:40189173
30002981,14,Devoid,Jayai,Halmah,0.45,30002977:30002978:30002979:30003001,40189178:40189194:40189214:40189216
30002982,19,Devoid,Kabo,Rahadalon,0.39,30000072:30002983:30002985:30002986,40189221:40189222:40189224:40189225:40189228:40189232:40189237:40189245:40189252
30002983,20,Devoid,Kabo,Soosat,0.34,30002982:30002984,40189257:40189258:40189260:40189262:40189264:40189268:40189273:40189296:40189327:40189337
30002984,21,Devoid,Kabo,Ibash,0.22,30002983:30002985:30002987,40189371:40189373:40189376:40189380:40189383:40189403
30002985,20,Devoid,Kabo,Itsyamil,0.25,30002982:30002984,40189409:40189411:40189412:40189414:40189418:40189421:40189450:40189452:40189455:40189483
30002986,18,Devoid,Kabo,Mendori,0.54,30002982:30002988:30002997,40189489:40189490:40189491:40189492:40189494:40189495:40189499:40189503:40189504:40189523:40189527
30002987,22,Devoid,Kabo,Ussad,0.16,30002984,40189531:40189533:40189535:40189537:40189554:40189569:40189588:40189607:40189639
30002988,17,Devoid,Daredan,Nakatre,0.58,30002986:30002989:30002990:30002993,40189644:40189646:40189648:40189650:40189653:40189655:40189659:40189663:40189688
30002989,17,Devoid,Daredan,Laddiaha,0.72,30002988:30002991:30002995:30002996:30002998,40189691:40189692:40189694:40189695:40189698:40189717:40189735
30002990,17,Devoid,Daredan,Hakshma,0.56,30002988:30002993:30002999,40189759:40189760:40189762:40189764:40189766:40189769:40189773:40189790:40189808:40189836
30002991,16,Devoid,Daredan,Uadelah,0.83,30002964:30002989:30002992:30002994,40189842:40189843:40189844:40189846:40189850:40189852:40189859:40189880:40189885:40189915
30002992,16,Devoid,Daredan,Akes,0.81,30002991:30002994,40189923:40189924:40189926:40189928:40189930:40189935:40189939:40189962:40189988
30002993,16,Devoid,Daredan,Riavayed,0.65,30002988:30002990:30002994,40189993:40189994:40189995:40189997:40189998:40190003:40190006:40190010:40190018:40190041:40190043:40190065:40190068
30002994,15,Devoid,Daredan,Hati,0.85,30002991:30002992:30002993:30003080:30003545,40190073:40190074:40190075:40190076:40190079:40190081:40190084:40190087:40190090
30002995,18,Devoid,Abthi,Naeel,0.58,30002967:30002989:30002996:30002999,40190094:40190096:40190099:40190105:40190121:40190144:40190179
30002996,18,Devoid,Abthi,Lower Debyl,0.60,30002989:30002995:30002997:30002998:30002999,40190184:40190185:40190187:40190189:40190192:40190194:40190198:40190222
30002997,19,Devoid,Abthi,Ehnoum,0.57,30002986:30002996:30002998:30002999,40190249:40190251:40190253:40190256:40190273:40190291:40190312:40190335
30002998,18,Devoid,Abthi,Upper Debyl,0.70,30002989:30002996:30002997,40190343:40190345:40190346:40190348:40190349:40190351:40190355:40190357:40190360:40190365:40190371:40190399:40190402
30002999,18,Devoid,Abthi,Shastal,0.50,30002990:30002995:30002996:30002997:30003000,40190408:40190409:40190410:40190411:40190414:40190416:40190420:40190441:40190461
30003000,19,Devoid,Abthi,Thakala,0.35,30002999,40190472:40190474:40190476:40190498
30003001,13,Devoid,Enka,Mili,0.56,30002981:30003002:30003003,40190523:40190524:40190526:40190528:40190530:40190532:40190535:40190540:40190562:40190566
30003002,12,Devoid,Enka,Faktun,0.63,30003001:30003004,40190572:40190573:40190576:40190578:40190580:40190582:40190589:40190592:40190596:40190625:40190630
30003003,12,Devoid,Enka,Halenan,0.64,30003001:30003004:30003005,40190634:40190635:40190636:40190637:40190639:40190641:40190643:40190645:40190660:40190684:40190688
30003004,11,Devoid,Enka,Ulerah,0.68,30003002:30003003:30003006,40190694:40190705:40190729:40190746
30003005,11,Devoid,Enka,Uktiad,0.56,30003003:30003007,40190750:40190751:40190753:40190755:40190759:40190764:40190766:40190790:40190814:40190843
30003006,10,Devoid,Enka,Nidebora,0.81,30003004:30003008,40190848:40190851:40190853:40190855:40190858:40190861:40190863:40190865
30003007,10,Devoid,Enka,Arveyil,0.53,30003005:30003008,40190869:40190870:40190872:40190873:40190874:40190876:40190878:40190880:40190883:40190887:40190901:40190906
30003008,9,Devoid,Enka,Palpis,0.50,30003006:30003007:30045326,40190922:40190923:40190925:40190926:40190928:40190943:40190963:40190982:40190988
30003009,14,Everyshore,Osnins,Arnatele,0.62,30003010:30003011:30003012:30003013:30003014:30003016,40190996:40190998:40191013:40191034:40191060:40191083
30003010,14,Everyshore,Osnins,Halle,0.73,30003009:30003011:30003014,40191085:40191087:40191089:40191091:40191093:40191095:40191097:40191117:40191122:40191126
30003011,15,Everyshore,Osnins,Mormoen,0.72,30003009:30003010,40191134:40191136:40191137:40191139:40191150:40191167:40191192:40191197
30003012,14,Everyshore,Osnins,Amattens,0.59,30003009:30003013:30003014:30003015:30003016:30003043,40191202:40191204:40191206:40191208:40191210:40191212:40191224:40191246:40191275
30003013,14,Everyshore,Osnins,Jurlesel,0.60,30003009:30003012:30003014:30003015:30003016,40191285:40191286:40191288:40191293:40191301:40191324:40191347:40191358
30003014,13,Everyshore,Osnins,Bereye,0.69,30003009:30003010:30003012:30003013:30003015:30003039:30004968,40191362:40191364:40191366:40191369:40191371:40191373:40191377
30003015,14,Everyshore,Osnins,Aice,0.69,30003012:30003013:30003014:30003045,40191382:40191384:40191386:40191388:40191409:40191423:40191438:40191448
30003016,15,Everyshore,Osnins,Junsoraert,0.52,30003009:30003012:30003013,40191455:40191456:40191458:40191460:40191462:40191465:40191467:40191470:40191481:40191486:40191492
30003017,13,Everyshore,Chasnaye,Harerget,0.83,30002708:30003018:30003019:30003033,40191508:40191509:40191511:40191513:40191516:40191525:40191528:40191532
30003018,14,Everyshore,Chasnaye,Azer,0.66,30003017:30003019:30003020:30003021:30003038,40191537:40191539:40191540:40191549:40191553:40191572:40191591:40191621
30003019,14,Everyshore,Chasnaye,Cherore,0.70,30003017:30003018:30003021:30003029,40191626:40191628:40191630:40191632:40191639:40191643:40191650:40191673:40191690:40191694
30003020,15,Everyshore,Chasnaye,Torvi,0.53,30003018:30003022,40191699:40191701:40191703:40191705:40191708:40191710:40191713:40191731:40191740
30003021,15,Everyshore,Chasnaye,Mosson,0.66,30003018:30003019:30003027,40191747:40191749:40191751:40191753:40191754:40191756:40191758:40191760:40191778:40191803:40191809
30003022,16,Everyshore,Chasnaye,Mya,0.37,30003020:30003023,40191813:40191815:40191817:40191820:40191824:40191829
30003023,17,Everyshore,Chasnaye,Gerper,0.35,30003022,40191834:40191836:40191838:40191840:40191855:40191877:40191903
30003024,15,Everyshore,Ysiette,Marosier,0.60,30003025:30003027:30003029,40191909:40191911:40191913:40191914:40191918:40191920:40191926:40191929:40191947:40191955
30003025,14,Everyshore,Ysiette,Lirsautton,0.84,30003024:30003026:30003030:30003032,40191965:40191966:40191967:40191969:40191971:40191974:40191977:40191980:40191982:40192006:40192010
30003026,14,Everyshore,Ysiette,Blameston,0.95,30002655:30003025,40192031:40192033:40192038:40192040:40192061:40192072
30003027,16,Everyshore,Ysiette,Vaurent,0.58,30003021:30003024:30003029:30003038,40192115:40192117:40192120:40192122:40192124:40192128:40192138:40192157:40192185:40192191
30003028,16,Everyshore,Ysiette,Aclan,0.51,30003029,40192198:40192200:40192202:40192203:40192205:40192208:40192211:40192216:40192217:40192221:40192250
30003029,15,Everyshore,Ysiette,Jaschercis,0.61,30002662:30003019:30003024:30003027:30003028,40192254:40192260:40192263:40192280:40192302:40192305
30003030,15,Everyshore,Ysiette,Ardallabier,0.71,30002648:30002692:30002699:30003025,40192311:40192313:40192315:40192336:40192338:40192357:40192365
30003031,13,Everyshore,Odilis,Athinard,0.97,30002659:30003032:30003033,40192398:40192399:40192400:40192403:40192407:40192410:40192416
30003032,13,Everyshore,Odilis,Meves,0.98,30002659:30003025:30003031:30003033:30003034,40192421:40192423:40192426:40192429:40192450:40192469:40192484:40192495
30003033,13,Everyshore,Odilis,Ethernity,0.94,30002715:30003017:30003031:30003032:30003034:30003035,40192499:40192501:40192503:40192509:40192511:40192531:40192557:40192561:40192581
30003034,12,Everyshore,Odilis,Mattere,0.95,30002639:30002706:30003032:30003033:30003035,40192586:40192588:40192589:40192606:40192629:40192659
30003035,13,Everyshore,Odilis,Gicodel,0.86,30003033:30003034:30003036,40192664:40192666:40192668:40192670:40192672:40192677:40192682:40192706:40192707:40192736:40192740
30003036,14,Everyshore,Odilis,Frarolle,0.79,30003035:30003037,40192745:40192747:40192749:40192751:40192753:40192755:40192758:40192760:40192783:40192807:40192826:40192834
30003037,15,Everyshore,Odilis,Quier,0.73,30003036,40192839:40192842:40192855:40192873:40192910
30003038,15,Everyshore,Giatole,Atlanins,0.63,30003018:30003027:30003039:30003040:30003042:30003044,40192912:40192914:40192916:40192918:40192936:40192951:40192972:40192992:40193015
30003039,14,Everyshore,Giatole,Leremblompes,0.65,30003014:30003038:30003040:30003041:30003043:30003053,40193021:40193023:40193025:40193029:40193048:40193069:40193073:40193086
30003040,15,Everyshore,Giatole,Bille,0.52,30003038:30003039:30003043:30003044,40193096:40193098:40193099:40193100:40193102:40193105:40193108:40193113:40193114:40193119:40193123
30003041,15,Everyshore,Giatole,Colcer,0.85,30003039,40193127:40193130:40193131:40193132:40193133:40193136:40193139:40193141:40193145:40193162:40193166
30003042,16,Everyshore,Giatole,Alachene,0.34,30003038:30003043,40193174:40193176:40193178:40193180:40193182:40193189:40193203:40193226
30003043,15,Everyshore,Giatole,Uphene,0.58,30003012:30003039:30003040:30003042,40193236:40193237:40193239:40193242:40193244:40193246:40193266:40193293:40193312:40193336
30003044,16,Everyshore,Giatole,Elarel,0.39,30003038:30003040:30003057,40193339:40193341:40193343:40193345:40193347:40193350:40193357:40193366:40193388:40193391:40193419
30003045,15,Everyshore,Elalan,Enedore,0.65,30003015:30003046:30003047:30003049:30003051:30003054,40193424:40193427:40193429:40193449:40193473:40193499:40193532
30003046,15,Everyshore,Elalan,Angymonne,0.56,30003045:30003047:30003050:30003051:30003054:30003056,40193537:40193538:40193539:40193542:40193544:40193553:40193578
30003047,14,Everyshore,Elalan,Averon,0.58,30003045:30003046:30003048:30003050:30003054,40193593:40193595:40193596:40193598:40193600:40193603:40193612:40193621:40193624:40193649
30003048,13,Everyshore,Elalan,Carirgnottin,0.62,30003047:30003050:30003052:30003054,40193655:40193657:40193658:40193660:40193662:40193665:40193667:40193669:40193683:40193703:40193718:40193735:40193738
30003049,16,Everyshore,Elalan,Laic,0.79,30003045:30003051,40193743:40193744:40193745:40193747:40193748:40193751:40193755:40193776:40193794
30003050,14,Everyshore,Elalan,Odixie,0.55,30003046:30003047:30003048:30003054:30003056,40193816:40193818:40193820:40193822:40193824:40193827:40193828:40193833:40193838:40193843:40193846:40193851
30003051,16,Everyshore,Elalan,Antollare,0.69,30003045:30003046:30003049:30003053,40193855:40193856:40193858:40193861:40193863:40193866:40193885
30003052,12,Everyshore,Elalan,Tolle,0.71,30003048:30003055:30005201,40193894:40193896:40193898:40193900:40193904:40193908:40193933:40193960
30003053,15,Everyshore,Elalan,Avele,0.71,30003039:30003051,40193962:40193963:40193965:40193967:40193969:40193988:40194008:40194012
30003054,14,Everyshore,Elalan,Scuelazyns,0.64,30003045:30003046:30003047:30003048:30003050:30003056,40194017:40194018:40194020:40194022:40194024:40194040:40194061:40194078:40194081:40194084
30003055,13,Everyshore,Elalan,Aydoteaux,0.68,30003052:30005288,40194089:40194092:40194094:40194096:40194098:40194100:40194103:40194126
30003056,15,Everyshore,Elalan,Muer,0.58,30003046:30003050:30003054,40194155:40194157:40194158:40194160:40194162:40194173
30003057,17,Everyshore,Marele,Groothese,0.27,30003044:30003058,40194193:40194194:40194195:40194198:40194200:40194202:40194204:40194205:40194208:40194212:40194234:40194256
30003058,18,Everyshore,Marele,Olide,0.74,30003057:30003059:30003060,40194266:40194268:40194271:40194276:40194294:40194311
30003059,19,Everyshore,Marele,Adeel,0.35,30003058,40194353:40194354:40194356:40194358:40194361:40194364:40194368:40194372:40194383
30003060,18,Everyshore,Marele,Mannar,0.29,30003058:30003061:30003062,40194387:40194389:40194394:40194395:40194415:40194433:40194441:40194462
30003061,19,Everyshore,Marele,Mormelot,0.23,30002654:30003060,40194466:40194467:40194469:40194471:40194473:40194498:40194521:40194538:40194545
30003062,17,Everyshore,Marele,Angatalie,0.16,30002728:30003060,40194551:40194552:40194555:40194557:40194558:40194559:40194562:40194567:40194570:40194580:40194583:40194596:40194601:40194607
30003063,16,The Bleak Lands,Sasen,Lamaa,0.36,30002957:30003068:30003069,40194612:40194614:40194616:40194618:40194620:40194623:40194639:40194642:40194666
30003064,15,The Bleak Lands,Sasen,Tuomuta,0.45,30003066:30003069,40194703:40194705:40194707:40194709:40194711:40194715:40194720:40194722:40194727
30003065,13,The Bleak Lands,Sasen,Otelen,0.78,30003066:30003067:30003520,40194732:40194733:40194735:40194737:40194740:40194743:40194746:40194772:40194774:40194810:40194817
30003066,14,The Bleak Lands,Sasen,Kuomi,0.57,30003064:30003065,40194858:40194859:40194860:40194862:40194864:40194867:40194888:40194905
30003067,14,The Bleak Lands,Sasen,Huola,0.37,30002975:30003065:30003068,40194935:40194936:40194937:40194939:40194941:40194942:40194945:40194947:40194948:40194973:40194978:40194979:40194985
30003068,15,The Bleak Lands,Sasen,Kourmonen,0.36,30002542:30003063:30003067:30003069,40194990:40194992:40195004:40195024:40195048
30003069,16,The Bleak Lands,Sasen,Kamela,0.44,30002965:30002970:30003063:30003064:30003068:30003070,40195084:40195086:40195088:40195091:40195092:40195095:40195098:40195101:40195105
30003070,15,The Bleak Lands,Vaarma,Sosala,0.42,30003069:30003071:30003074:30003076:30003077,40195109:40195110:40195111:40195112:40195114:40195116
30003071,16,The Bleak Lands,Vaarma,Anka,0.41,30003070:30003072:30003076:30003091,40195122:40195123:40195125:40195127:40195149:40195168:40195187:40195193:40195211:40195221
30003072,16,The Bleak Lands,Vaarma,Iesa,0.41,30003071:30003073:30003077,40195228:40195229:40195231:40195234:40195254:40195273:40195301
30003073,15,The Bleak Lands,Vaarma,Netsalakka,0.48,30003072:30003074:30003075,40195318:40195319:40195321:40195322:40195324:40195326:40195328:40195334:40195346:40195366:40195371:40195375
30003074,14,The Bleak Lands,Vaarma,Sasiekko,0.54,30003070:30003073:30003075:30003495,40195380:40195382:40195384:40195386:40195389
30003075,15,The Bleak Lands,Vaarma,Myyhera,0.48,30003073:30003074:30003079,40195394:40195395:40195396:40195398:40195401:40195406:40195409:40195430:40195457
30003076,16,The Bleak Lands,Vaarma,Gammel,0.47,30003070:30003071:30003081,40195463:40195464:40195465:40195467:40195469:40195471:40195485:40195498:40195502:40195520:40195525
30003077,16,The Bleak Lands,Vaarma,Uusanen,0.40,30003070:30003072:30003078,40195528:40195530:40195532:40195535:40195539:40195546
30003078,17,The Bleak Lands,Vaarma,Erkinen,0.59,30003077:30003092,40195549:40195550:40195551:40195553:40195555:40195557:40195560:40195563:40195567:40195568:40195571:40195572:40195593:40195612
30003079,16,The Bleak Lands,Vaarma,Saikamon,0.41,30003075:30003086,40195616:40195618:40195619:40195622:40195638:40195661
30003080,16,The Bleak Lands,Ichida,Jarkkolen,0.82,30002994:30003081:30003083,40195667:40195669:40195672:40195681:40195697:40195701:40195723:40195727:40195790
30003081,17,The Bleak Lands,Ichida,Ronne,0.72,30003076:30003080:30003082:30003085,40195795:40195798:40195800:40195815:40195846:40195849
30003082,18,The Bleak Lands,Ichida,Hatori,0.57,30003081:30003084:30003085,40195854:40195855:40195857:40195859:40195862:40195863:40195866:40195868:40195870:40195891:40195910
30003083,17,The Bleak Lands,Ichida,Junsen,0.81,30003080,40195914:40195915:40195918:40195921:40195925
30003084,19,The Bleak Lands,Ichida,Malpara,0.47,30003082,40195952:40195954:40195956:40195958:40195962:40195983
30003085,18,The Bleak Lands,Ichida,Hakodan,0.73,30003081:30003082,40195988:40195989:40195991:40195994:40195999:40196008:40196013
30003086,17,The Bleak Lands,Tandoiras,Sahtogas,0.28,30003079:30003087:30003088:30003091,40196017:40196018:40196021:40196025:40196029:40196049
30003087,18,The Bleak Lands,Tandoiras,Haras,0.28,30003086,40196084:40196086:40196088:40196090:40196092:40196095:40196104:40196129:40196153:40196192
30003088,17,The Bleak Lands,Tandoiras,Oyonata,0.26,30002980:30003086:30003089,40196197:40196198:40196199:40196201:40196203:40196207:40196213:40196234
30003089,17,The Bleak Lands,Tandoiras,Kurniainen,0.11,30002087:30003088:30003090,40196239:40196240:40196242:40196243:40196246:40196247:40196249:40196253:40196278:40196281:40196285:40196315
30003090,18,The Bleak Lands,Tandoiras,Saidusairos,0.10,30002653:30003089,40196322:40196323:40196324:40196325:40196327:40196329:40196333:40196353:40196361:40196381
30003091,17,The Bleak Lands,Tandoiras,Tannakan,0.25,30003071:30003086,40196385:40196387:40196388:40196391:40196392:40196394:40196397:40196410:40196413:40196435
30003092,18,The Bleak Lands,Ohvarainen,Komaa,0.56,30003078:30003093:30003096,40196439:40196440:40196442:40196444:40196446:40196465:40196490
30003093,19,The Bleak Lands,Ohvarainen,Ayeroilen,0.45,30003092:30003094,40196519:40196520:40196522:40196526:40196528:40196530:40196534:40196536:40196559:40196581:40196582:40196594
30003094,20,The Bleak Lands,Ohvarainen,Imata,0.49,30003093:30003095,40196600:40196601:40196603:40196605:40196607:40196609:40196621:40196624:40196628
30003095,21,The Bleak Lands,Ohvarainen,Furskeshin,0.61,30003094:30003097,40196632:40196634:40196636:40196639:40196645:40196651:40196674:40196696:40196700:40196727
30003096,19,The Bleak Lands,Ohvarainen,Kurmaru,0.62,30003092,40196737:40196739:40196740:40196745:40196747:40196750:40196753
30003097,22,The Bleak Lands,Ohvarainen,Satalama,0.66,30003095,40196758:40196761
30003098,52,Esoteria,KUSW-P,VYJ-DA,-0.07,30001865:30003099:30003103,40196776:40196778:40196780:40196782:40196784:40196789:40196812:40196835:40196839
30003099,53,Esoteria,KUSW-P,HHQ-M1,-0.11,30003098:30003100,40196857:40196859:40196861:40196863:40196865:40196874:40196893:40196915:40196926
